"","Model","Quantity","Year","Month","Class"
"3871","FORD FUSION",225,2011,11,"SMALL_CARS"
"3872","HONDA INSIGHT",1,2011,11,"SMALL_CARS"
"3873","HONDA JAZZ",1120,2011,11,"SMALL_CARS"
"3874","HYUNDAI GETZ",0,2011,11,"SMALL_CARS"
"3875","HYUNDAI I 20",1956,2011,11,"SMALL_CARS"
"3876","KIA PICANTO",412,2011,11,"SMALL_CARS"
"3877","KIA VENGA",692,2011,11,"SMALL_CARS"
"3878","MAZDA 2",716,2011,11,"SMALL_CARS"
"3879","MITSUBISHI COLT",732,2011,11,"SMALL_CARS"
"3880","NISSAN JUKE",644,2011,11,"SMALL_CARS"
"3881","NISSAN MICRA",815,2011,11,"SMALL_CARS"
"3882","OPEL CORSA",5824,2011,11,"SMALL_CARS"
"3883","PEUGEOT 206",467,2011,11,"SMALL_CARS"
"3884","PEUGEOT 207",1365,2011,11,"SMALL_CARS"
"3885","RENAULT CLIO",1900,2011,11,"SMALL_CARS"
"3886","RENAULT WIND",79,2011,11,"SMALL_CARS"
"3887","SEAT IBIZA, CORDOBA",2090,2011,11,"SMALL_CARS"
"3888","SKODA FABIA",2836,2011,11,"SMALL_CARS"
"3889","SUBARU JUSTY",1,2011,11,"SMALL_CARS"
"3890","SUZUKI SWIFT",1367,2011,11,"SMALL_CARS"
"3891","SUZUKI SX4",695,2011,11,"SMALL_CARS"
"3892","TOYOTA YARIS, DAIHATSU CHARADE",1342,2011,11,"SMALL_CARS"
"3893","VW POLO",7825,2011,11,"SMALL_CARS"
"3894","OTHER_MODEL",0,2011,11,"SMALL_CARS"
"3895","ZUSAMMEN",48955,2011,11,"SMALL_CARS"
"3897","ALFA GIULIETTA",374,2011,11,"COMPACT_CARS"
"3898","ALFA 147, GT",1,2011,11,"COMPACT_CARS"
"3899","AUDI A3, S3, RS3",5627,2011,11,"COMPACT_CARS"
"3900","BMW 1ER",5787,2011,11,"COMPACT_CARS"
"3901","CHEVROLET CRUZE",221,2011,11,"COMPACT_CARS"
"3902","CHEVROLET NUBIRA",3,2011,11,"COMPACT_CARS"
"3903","CITROEN C4",1345,2011,11,"COMPACT_CARS"
"3904","CITROEN DS4",418,2011,11,"COMPACT_CARS"
"3905","DACIA LOGAN",932,2011,11,"COMPACT_CARS"
"3906","DACIA SANDERO",1205,2011,11,"COMPACT_CARS"
"3907","DODGE CALIBER",2,2011,11,"COMPACT_CARS"
"3908","FIAT BRAVO, BRAVA",85,2011,11,"COMPACT_CARS"
"3909","FORD FOCUS",5106,2011,11,"COMPACT_CARS"
"3910","GM CHEVROLET VOLT",1,2011,11,"COMPACT_CARS"
"3911","HONDA CIVIC",316,2011,11,"COMPACT_CARS"
"3912","HYUNDAI I 30",1825,2011,11,"COMPACT_CARS"
"3913","KIA CEED",1255,2011,11,"COMPACT_CARS"
"3914","KIA RIO",668,2011,11,"COMPACT_CARS"
"3915","LADA 1118",6,2011,11,"COMPACT_CARS"
"3916","LADA 2170",3,2011,11,"COMPACT_CARS"
"3917","LANCIA DELTA",36,2011,11,"COMPACT_CARS"
"3918","LEXUS CT",155,2011,11,"COMPACT_CARS"
"3919","MAZDA MX-5",62,2011,11,"COMPACT_CARS"
"3920","MAZDA 3",671,2011,11,"COMPACT_CARS"
"3921","MERCEDES A-KLASSE",4902,2011,11,"COMPACT_CARS"
"3922","MITSUBISHI LANCER",204,2011,11,"COMPACT_CARS"
"3923","NISSAN LEAF",5,2011,11,"COMPACT_CARS"
"3924","NISSAN TIIDA",0,2011,11,"COMPACT_CARS"
"3925","OPEL AMPERA",22,2011,11,"COMPACT_CARS"
"3926","OPEL ASTRA",7586,2011,11,"COMPACT_CARS"
"3927","PEUGEOT 308",1136,2011,11,"COMPACT_CARS"
"3928","RENAULT FLUENCE",32,2011,11,"COMPACT_CARS"
"3929","RENAULT MEGANE",2368,2011,11,"COMPACT_CARS"
"3930","SKODA OCTAVIA",4346,2011,11,"COMPACT_CARS"
"3931","SUBARU IMPREZA",55,2011,11,"COMPACT_CARS"
"3932","TOYOTA AURIS",992,2011,11,"COMPACT_CARS"
"3933","TOYOTA PRIUS",139,2011,11,"COMPACT_CARS"
"3934","TOYOTA VERSO",646,2011,11,"COMPACT_CARS"
"3935","VOLVO C30",177,2011,11,"COMPACT_CARS"
"3936","VW BEETLE",640,2011,11,"COMPACT_CARS"
"3937","VW EOS",307,2011,11,"COMPACT_CARS"
"3938","VW GOLF, JETTA",21355,2011,11,"COMPACT_CARS"
"3939","OTHER_MODEL",2,2011,11,"COMPACT_CARS"
"3940","ZUSAMMEN",71018,2011,11,"COMPACT_CARS"
"3942","ALFA 159, BRERA, GTV, SPIDER",126,2011,11,"MIDSIZE_CARS"
"3943","ALPINA D3",19,2011,11,"MIDSIZE_CARS"
"3944","AUDI A4, S4",5217,2011,11,"MIDSIZE_CARS"
"3945","AUDI A5, S5, RS5",1847,2011,11,"MIDSIZE_CARS"
"3946","BMW 3ER",5374,2011,11,"MIDSIZE_CARS"
"3947","CHRYSLER SARATOGA",0,2011,11,"MIDSIZE_CARS"
"3948","CITROEN C5",489,2011,11,"MIDSIZE_CARS"
"3949","CITROEN DS5",32,2011,11,"MIDSIZE_CARS"
"3950","DODGE AVENGER",0,2011,11,"MIDSIZE_CARS"
"3951","FIAT CROMA",3,2011,11,"MIDSIZE_CARS"
"3952","FORD MONDEO",1955,2011,11,"MIDSIZE_CARS"
"3953","HONDA ACCORD",184,2011,11,"MIDSIZE_CARS"
"3954","HYUNDAI COUPE",19,2011,11,"MIDSIZE_CARS"
"3955","HYUNDAI ELANTRA",9,2011,11,"MIDSIZE_CARS"
"3956","HYUNDAI I 40",193,2011,11,"MIDSIZE_CARS"
"3957","HYUNDAI SONATA",0,2011,11,"MIDSIZE_CARS"
"3958","INFINITI G37",9,2011,11,"MIDSIZE_CARS"
"3959","KIA MAGENTIS",0,2011,11,"MIDSIZE_CARS"
"3960","LEXUS IS",32,2011,11,"MIDSIZE_CARS"
"3961","MAZDA 6",329,2011,11,"MIDSIZE_CARS"
"3962","MERCEDES C-KLASSE",8435,2011,11,"MIDSIZE_CARS"
"3963","OPEL INSIGNIA",2386,2011,11,"MIDSIZE_CARS"
"3964","PEUGEOT 407",5,2011,11,"MIDSIZE_CARS"
"3965","PEUGEOT 508",673,2011,11,"MIDSIZE_CARS"
"3966","RENAULT LAGUNA",394,2011,11,"MIDSIZE_CARS"
"3967","SAAB 9-3",6,2011,11,"MIDSIZE_CARS"
"3968","SEAT EXEO",483,2011,11,"MIDSIZE_CARS"
"3969","SKODA SUPERB",1322,2011,11,"MIDSIZE_CARS"
"3970","SUBARU LEGACY",55,2011,11,"MIDSIZE_CARS"
"3971","SUZUKI KIZASHI",56,2011,11,"MIDSIZE_CARS"
"3972","TOYOTA AVENSIS, CARINA",733,2011,11,"MIDSIZE_CARS"
"3973","VOLVO V50",250,2011,11,"MIDSIZE_CARS"
"3974","VOLVO 40",27,2011,11,"MIDSIZE_CARS"
"3975","VOLVO 60",1011,2011,11,"MIDSIZE_CARS"
"3976","VW PASSAT",8731,2011,11,"MIDSIZE_CARS"
"3977","VW SCIROCCO",370,2011,11,"MIDSIZE_CARS"
"3978","OTHER_MODEL",2,2011,11,"MIDSIZE_CARS"
"3979","ZUSAMMEN",40776,2011,11,"MIDSIZE_CARS"
"3981","ALPINA B3",11,2011,11,"EXECUTIVE_CARS"
"3982","ALPINA B5",6,2011,11,"EXECUTIVE_CARS"
"3983","AUDI A6, S6, RS6, A7",5021,2011,11,"EXECUTIVE_CARS"
"3984","BMW 5ER",4182,2011,11,"EXECUTIVE_CARS"
"3985","CHRYSLER 300C",0,2011,11,"EXECUTIVE_CARS"
"3986","CITROEN C6",5,2011,11,"EXECUTIVE_CARS"
"3987","INFINITI M",12,2011,11,"EXECUTIVE_CARS"
"3988","JAGUAR XF",169,2011,11,"EXECUTIVE_CARS"
"3989","LANCIA THEMA",75,2011,11,"EXECUTIVE_CARS"
"3990","LEXUS GS",0,2011,11,"EXECUTIVE_CARS"
"3991","MERCEDES E-KLASSE",4666,2011,11,"EXECUTIVE_CARS"
"3992","RENAULT LATITUDE",15,2011,11,"EXECUTIVE_CARS"
"3993","SAAB 9-5",2,2011,11,"EXECUTIVE_CARS"
"3994","VOLVO 70",471,2011,11,"EXECUTIVE_CARS"
"3995","VOLVO 80",45,2011,11,"EXECUTIVE_CARS"
"3996","OTHER_MODEL",0,2011,11,"EXECUTIVE_CARS"
"3997","ZUSAMMEN",14680,2011,11,"EXECUTIVE_CARS"
"3999","ALPINA B7 BITURBO",0,2011,11,"LUXURY_VEHICLES"
"4000","AUDI A8, S8",311,2011,11,"LUXURY_VEHICLES"
"4001","BENTLEY CONTINENTAL",15,2011,11,"LUXURY_VEHICLES"
"4002","BENTLEY MULSANNE",1,2011,11,"LUXURY_VEHICLES"
"4003","BMW 6ER",192,2011,11,"LUXURY_VEHICLES"
"4004","BMW 7ER",294,2011,11,"LUXURY_VEHICLES"
"4005","GM CADILLAC CTS",3,2011,11,"LUXURY_VEHICLES"
"4006","JAGUAR XJ",29,2011,11,"LUXURY_VEHICLES"
"4007","LEXUS LS",3,2011,11,"LUXURY_VEHICLES"
"4008","MASERATI QUATTROPORTE",5,2011,11,"LUXURY_VEHICLES"
"4009","MAYBACH",1,2011,11,"LUXURY_VEHICLES"
"4010","MERCEDES CL-KLASSE",17,2011,11,"LUXURY_VEHICLES"
"4011","MERCEDES CLS",532,2011,11,"LUXURY_VEHICLES"
"4012","MERCEDES S-KLASSE",366,2011,11,"LUXURY_VEHICLES"
"4013","PORSCHE PANAMERA",393,2011,11,"LUXURY_VEHICLES"
"4014","ROLLS ROYCE GHOST",2,2011,11,"LUXURY_VEHICLES"
"4015","ROLLS-ROYCE PHANTOM",1,2011,11,"LUXURY_VEHICLES"
"4016","VW PHAETON",207,2011,11,"LUXURY_VEHICLES"
"4017","OTHER_MODEL",0,2011,11,"LUXURY_VEHICLES"
"4018","ZUSAMMEN",2372,2011,11,"LUXURY_VEHICLES"
"4020","AUDI Q3",725,2011,11,"OFFROAD_VEHICLE"
"4021","AUDI Q5",1554,2011,11,"OFFROAD_VEHICLE"
"4022","AUDI Q7",312,2011,11,"OFFROAD_VEHICLE"
"4023","BMW X1",2722,2011,11,"OFFROAD_VEHICLE"
"4024","BMW X3",2350,2011,11,"OFFROAD_VEHICLE"
"4025","BMW X5",813,2011,11,"OFFROAD_VEHICLE"
"4026","BMW X6",399,2011,11,"OFFROAD_VEHICLE"
"4027","CHEVROLET CAPTIVA",316,2011,11,"OFFROAD_VEHICLE"
"4028","CITROEN C-CROSSER",36,2011,11,"OFFROAD_VEHICLE"
"4029","DACIA DUSTER",2007,2011,11,"OFFROAD_VEHICLE"
"4030","DAIHATSU TERIOS",62,2011,11,"OFFROAD_VEHICLE"
"4031","DODGE NITRO",8,2011,11,"OFFROAD_VEHICLE"
"4032","FIAT SEDICI",180,2011,11,"OFFROAD_VEHICLE"
"4033","FORD KUGA",1374,2011,11,"OFFROAD_VEHICLE"
"4034","GM CADILLAC ESCALADE",5,2011,11,"OFFROAD_VEHICLE"
"4035","HONDA CR-V",590,2011,11,"OFFROAD_VEHICLE"
"4036","HYUNDAI IX 35",1985,2011,11,"OFFROAD_VEHICLE"
"4037","HYUNDAI IX 55",20,2011,11,"OFFROAD_VEHICLE"
"4038","HYUNDAI SANTA FE",172,2011,11,"OFFROAD_VEHICLE"
"4039","INFINITI EX30D",4,2011,11,"OFFROAD_VEHICLE"
"4040","INFINITI EX37",0,2011,11,"OFFROAD_VEHICLE"
"4041","INFINITI FX",52,2011,11,"OFFROAD_VEHICLE"
"4042","JEEP CHEROKEE",0,2011,11,"OFFROAD_VEHICLE"
"4043","JEEP COMPASS",75,2011,11,"OFFROAD_VEHICLE"
"4044","JEEP GRAND CHEROKEE",197,2011,11,"OFFROAD_VEHICLE"
"4045","JEEP PATRIOT",1,2011,11,"OFFROAD_VEHICLE"
"4046","JEEP WRANGLER",122,2011,11,"OFFROAD_VEHICLE"
"4047","KIA SORENTO",288,2011,11,"OFFROAD_VEHICLE"
"4048","KIA SPORTAGE",851,2011,11,"OFFROAD_VEHICLE"
"4049","LADA NIVA",176,2011,11,"OFFROAD_VEHICLE"
"4050","LAND ROVER DEFENDER",1,2011,11,"OFFROAD_VEHICLE"
"4051","LAND ROVER DISCOVERY",95,2011,11,"OFFROAD_VEHICLE"
"4052","LAND ROVER FREELANDER",115,2011,11,"OFFROAD_VEHICLE"
"4053","LAND ROVER RANGE ROVER",48,2011,11,"OFFROAD_VEHICLE"
"4054","LAND ROVER RANGE ROVER EVO.",330,2011,11,"OFFROAD_VEHICLE"
"4055","LAND ROVER RANGE ROVER SPORT",154,2011,11,"OFFROAD_VEHICLE"
"4056","LEXUS RX",74,2011,11,"OFFROAD_VEHICLE"
"4057","MAZDA CX-7",175,2011,11,"OFFROAD_VEHICLE"
"4058","MAZDA CX-9",0,2011,11,"OFFROAD_VEHICLE"
"4059","MERCEDES G-KLASSE",87,2011,11,"OFFROAD_VEHICLE"
"4060","MERCEDES GL-KLASSE",86,2011,11,"OFFROAD_VEHICLE"
"4061","MERCEDES GLK",1007,2011,11,"OFFROAD_VEHICLE"
"4062","MERCEDES ML-KLASSE",1025,2011,11,"OFFROAD_VEHICLE"
"4063","MERCEDES R-KLASSE",252,2011,11,"OFFROAD_VEHICLE"
"4064","MITSUBISHI ASX",793,2011,11,"OFFROAD_VEHICLE"
"4065","MITSUBISHI L200",3,2011,11,"OFFROAD_VEHICLE"
"4066","MITSUBISHI OUTLANDER",370,2011,11,"OFFROAD_VEHICLE"
"4067","MITSUBISHI PAJERO, MONTERO",213,2011,11,"OFFROAD_VEHICLE"
"4068","NISSAN MURANO",31,2011,11,"OFFROAD_VEHICLE"
"4069","NISSAN PATHFINDER",57,2011,11,"OFFROAD_VEHICLE"
"4070","NISSAN X-TRAIL",176,2011,11,"OFFROAD_VEHICLE"
"4071","OPEL ANTARA",175,2011,11,"OFFROAD_VEHICLE"
"4072","PEUGEOT 4007",39,2011,11,"OFFROAD_VEHICLE"
"4073","PORSCHE CAYENNE",522,2011,11,"OFFROAD_VEHICLE"
"4074","RENAULT KOLEOS",203,2011,11,"OFFROAD_VEHICLE"
"4075","SKODA YETI",1667,2011,11,"OFFROAD_VEHICLE"
"4076","SSANGYONG KORANDO, ACTYON",43,2011,11,"OFFROAD_VEHICLE"
"4077","SSANGYONG REXTON",13,2011,11,"OFFROAD_VEHICLE"
"4078","SUBARU FORESTER",243,2011,11,"OFFROAD_VEHICLE"
"4079","SUZUKI GRAND VITARA",511,2011,11,"OFFROAD_VEHICLE"
"4080","SUZUKI JIMNY",344,2011,11,"OFFROAD_VEHICLE"
"4081","TOYOTA LANDCRUISER",229,2011,11,"OFFROAD_VEHICLE"
"4082","TOYOTA RAV 4",610,2011,11,"OFFROAD_VEHICLE"
"4083","VOLVO XC60",761,2011,11,"OFFROAD_VEHICLE"
"4084","VOLVO XC70",181,2011,11,"OFFROAD_VEHICLE"
"4085","VOLVO XC90",252,2011,11,"OFFROAD_VEHICLE"
"4086","VW TIGUAN",3727,2011,11,"OFFROAD_VEHICLE"
"4087","VW TOUAREG",922,2011,11,"OFFROAD_VEHICLE"
"4088","OTHER_MODEL",1,2011,11,"OFFROAD_VEHICLE"
"4089","ZUSAMMEN",32931,2011,11,"OFFROAD_VEHICLE"
"4091","ALFA 8C COMPETIZIONE",0,2011,11,"SPORTS_CARS"
"4092","ASTON MARTIN DBS",0,2011,11,"SPORTS_CARS"
"4093","ASTON MARTIN DB9",1,2011,11,"SPORTS_CARS"
"4094","ASTON MARTIN RAPIDE",5,2011,11,"SPORTS_CARS"
"4095","ASTON MARTIN VIRAGE",5,2011,11,"SPORTS_CARS"
"4096","ASTON MARTIN V8",4,2011,11,"SPORTS_CARS"
"4097","ASTON MARTIN V12",4,2011,11,"SPORTS_CARS"
"4098","AUDI R8",22,2011,11,"SPORTS_CARS"
"4099","AUDI TT",425,2011,11,"SPORTS_CARS"
"4100","BMW Z4",134,2011,11,"SPORTS_CARS"
"4101","DODGE VIPER",0,2011,11,"SPORTS_CARS"
"4102","FERRARI CALIFORNIA",8,2011,11,"SPORTS_CARS"
"4103","FERRARI F 430",0,2011,11,"SPORTS_CARS"
"4104","FERRARI FF",9,2011,11,"SPORTS_CARS"
"4105","FERRARI 458",16,2011,11,"SPORTS_CARS"
"4106","FERRARI 599 GTB",0,2011,11,"SPORTS_CARS"
"4107","FERRARI 599 GTO",0,2011,11,"SPORTS_CARS"
"4108","FERRARI 612 SCAGLIETTI",0,2011,11,"SPORTS_CARS"
"4109","FORD MUSTANG",0,2011,11,"SPORTS_CARS"
"4110","GM CADILLAC XLR ROADSTER",0,2011,11,"SPORTS_CARS"
"4111","GM CAMARO",22,2011,11,"SPORTS_CARS"
"4112","GM CORVETTE",7,2011,11,"SPORTS_CARS"
"4113","HONDA CR-Z",51,2011,11,"SPORTS_CARS"
"4114","HYUNDAI VELOSTER",46,2011,11,"SPORTS_CARS"
"4115","JAGUAR XK",17,2011,11,"SPORTS_CARS"
"4116","LAMBORGHINI AVENTADOR",4,2011,11,"SPORTS_CARS"
"4117","LAMBORGHINI GALLARDO",0,2011,11,"SPORTS_CARS"
"4118","LAMBORGHINI MURCIELAGO",0,2011,11,"SPORTS_CARS"
"4119","LEXUS LFA",1,2011,11,"SPORTS_CARS"
"4120","LEXUS SC",0,2011,11,"SPORTS_CARS"
"4121","LOTUS ELISE",3,2011,11,"SPORTS_CARS"
"4122","LOTUS EUROPA",0,2011,11,"SPORTS_CARS"
"4123","LOTUS EVORA",0,2011,11,"SPORTS_CARS"
"4124","LOTUS EXIGE",0,2011,11,"SPORTS_CARS"
"4125","MASERATI GRANTURISMO",9,2011,11,"SPORTS_CARS"
"4126","MERCEDES CLK",0,2011,11,"SPORTS_CARS"
"4127","MERCEDES E-KLASSE COUPE",560,2011,11,"SPORTS_CARS"
"4128","MERCEDES SL",38,2011,11,"SPORTS_CARS"
"4129","MERCEDES SLK",535,2011,11,"SPORTS_CARS"
"4130","MERCEDES SLR",8,2011,11,"SPORTS_CARS"
"4131","MERCEDES SLS AMG",55,2011,11,"SPORTS_CARS"
"4132","MORGAN AERO 8",0,2011,11,"SPORTS_CARS"
"4133","MORGAN 4/4",2,2011,11,"SPORTS_CARS"
"4134","NISSAN GT-R",6,2011,11,"SPORTS_CARS"
"4135","NISSAN 350Z",0,2011,11,"SPORTS_CARS"
"4136","NISSAN 370Z",12,2011,11,"SPORTS_CARS"
"4137","OPEL GT",1,2011,11,"SPORTS_CARS"
"4138","PEUGEOT RCZ",116,2011,11,"SPORTS_CARS"
"4139","PORSCHE BOXSTER, CAYMAN",101,2011,11,"SPORTS_CARS"
"4140","PORSCHE 911",342,2011,11,"SPORTS_CARS"
"4141","WIESMANN GT",0,2011,11,"SPORTS_CARS"
"4142","WIESMANN ROADSTER",2,2011,11,"SPORTS_CARS"
"4143","OTHER_MODEL",0,2011,11,"SPORTS_CARS"
"4144","ZUSAMMEN",2571,2011,11,"SPORTS_CARS"
"4146","CHEVROLET REZZO",0,2011,11,"MINI_VANS"
"4147","FIAT MULTIPLA",0,2011,11,"MINI_VANS"
"4148","FORD FOCUS C-MAX",2768,2011,11,"MINI_VANS"
"4149","HYUNDAI IX 20",644,2011,11,"MINI_VANS"
"4150","KIA SOUL",120,2011,11,"MINI_VANS"
"4151","LANCIA MUSA",19,2011,11,"MINI_VANS"
"4152","MERCEDES B-KLASSE",2326,2011,11,"MINI_VANS"
"4153","NISSAN CUBE",3,2011,11,"MINI_VANS"
"4154","NISSAN NOTE",361,2011,11,"MINI_VANS"
"4155","NISSAN QASHQAI",2614,2011,11,"MINI_VANS"
"4156","OPEL MERIVA",3137,2011,11,"MINI_VANS"
"4157","PEUGEOT 3008",525,2011,11,"MINI_VANS"
"4158","RENAULT MODUS",607,2011,11,"MINI_VANS"
"4159","RENAULT SCENIC",2220,2011,11,"MINI_VANS"
"4160","SEAT ALTEA, TOLEDO, LEON",1206,2011,11,"MINI_VANS"
"4161","SKODA ROOMSTER",885,2011,11,"MINI_VANS"
"4162","SUBARU TREZIA",143,2011,11,"MINI_VANS"
"4163","TOYOTA URBAN CRUISER",15,2011,11,"MINI_VANS"
"4164","TOYOTA VERSO-S",727,2011,11,"MINI_VANS"
"4165","OTHER_MODEL",0,2011,11,"MINI_VANS"
"4166","ZUSAMMEN",18320,2011,11,"MINI_VANS"
"4168","CHEVROLET ORLANDO",251,2011,11,"LARGE_VANS"
"4169","CHRYSLER VOYAGER",1,2011,11,"LARGE_VANS"
"4170","CITROEN C8",52,2011,11,"LARGE_VANS"
"4171","DODGE JOURNEY",1,2011,11,"LARGE_VANS"
"4172","FIAT FREEMONT",174,2011,11,"LARGE_VANS"
"4173","FIAT ULYSSE, SCUDO",76,2011,11,"LARGE_VANS"
"4174","FORD GALAXY",502,2011,11,"LARGE_VANS"
"4175","FORD S-MAX",1369,2011,11,"LARGE_VANS"
"4176","KIA CARENS",31,2011,11,"LARGE_VANS"
"4177","LANCIA VOYAGER",122,2011,11,"LARGE_VANS"
"4178","MAZDA 5",382,2011,11,"LARGE_VANS"
"4179","MERCEDES VIANO",908,2011,11,"LARGE_VANS"
"4180","OPEL ZAFIRA",1247,2011,11,"LARGE_VANS"
"4181","PEUGEOT 807",42,2011,11,"LARGE_VANS"
"4182","PEUGEOT 5008",365,2011,11,"LARGE_VANS"
"4183","RENAULT ESPACE",139,2011,11,"LARGE_VANS"
"4184","SEAT ALHAMBRA",663,2011,11,"LARGE_VANS"
"4185","VW SHARAN",1605,2011,11,"LARGE_VANS"
"4186","VW TOURAN",4407,2011,11,"LARGE_VANS"
"4187","OTHER_MODEL",1,2011,11,"LARGE_VANS"
"4188","ZUSAMMEN",12338,2011,11,"LARGE_VANS"
"4190","CITROEN BERLINGO",1003,2011,11,"UTILITIES"
"4191","CITROEN JUMPER",41,2011,11,"UTILITIES"
"4192","CITROEN JUMPY",95,2011,11,"UTILITIES"
"4193","CITROEN NEMO",31,2011,11,"UTILITIES"
"4194","FIAT DOBLO",183,2011,11,"UTILITIES"
"4195","FIAT DUCATO",56,2011,11,"UTILITIES"
"4196","FIAT FIORINO",164,2011,11,"UTILITIES"
"4197","FORD TRANSIT CONNECT",7,2011,11,"UTILITIES"
"4198","FORD TRANSIT, TOURNEO",680,2011,11,"UTILITIES"
"4199","HYUNDAI H-1 STAREX",68,2011,11,"UTILITIES"
"4200","MERCEDES SPRINTER",326,2011,11,"UTILITIES"
"4201","MERCEDES VITO",665,2011,11,"UTILITIES"
"4202","NISSAN NAVARA",2,2011,11,"UTILITIES"
"4203","NISSAN NV200",228,2011,11,"UTILITIES"
"4204","NISSAN PRIMASTAR",12,2011,11,"UTILITIES"
"4205","OPEL COMBO",2,2011,11,"UTILITIES"
"4206","OPEL MOVANO",19,2011,11,"UTILITIES"
"4207","OPEL VIVARO",348,2011,11,"UTILITIES"
"4208","PEUGEOT BIPPER",25,2011,11,"UTILITIES"
"4209","PEUGEOT BOXER",97,2011,11,"UTILITIES"
"4210","PEUGEOT EXPERT",63,2011,11,"UTILITIES"
"4211","PEUGEOT PARTNER",346,2011,11,"UTILITIES"
"4212","RENAULT KANGOO",681,2011,11,"UTILITIES"
"4213","RENAULT MASTER, NISSAN INTERSTAR",33,2011,11,"UTILITIES"
"4214","RENAULT TRAFIC",294,2011,11,"UTILITIES"
"4215","TOYOTA HIACE",0,2011,11,"UTILITIES"
"4216","VW CADDY",3459,2011,11,"UTILITIES"
"4217","VW CRAFTER",112,2011,11,"UTILITIES"
"4218","VW TRANSPORTER, CARAVELLE",2088,2011,11,"UTILITIES"
"4219","OTHER_MODEL",2,2011,11,"UTILITIES"
"4220","ZUSAMMEN",11130,2011,11,"UTILITIES"
"4222","CITROEN JUMPER",9,2011,11,"RVs"
"4223","FIAT DUCATO",489,2011,11,"RVs"
"4224","FORD TRANSIT, TOURNEO",120,2011,11,"RVs"
"4225","IVECO DAILY",24,2011,11,"RVs"
"4226","IVECO EUROCARGO",1,2011,11,"RVs"
"4227","MERCEDES SPRINTER",20,2011,11,"RVs"
"4228","MERCEDES VIANO",44,2011,11,"RVs"
"4229","PEUGEOT BOXER",3,2011,11,"RVs"
"4230","RENAULT MASTER, NISSAN INTERSTAR",0,2011,11,"RVs"
"4231","VW TRANSPORTER, CARAVELLE",72,2011,11,"RVs"
"4232","OTHER_MODEL",43,2011,11,"RVs"
"4233","ZUSAMMEN",825,2011,11,"RVs"
"4235","ASTON MARTIN CYGNET",6,2011,12,"MINIS"
"4236","CHEVROLET MATIZ",1,2011,12,"MINIS"
"4237","CHEVROLET SPARK",1052,2011,12,"MINIS"
"4238","CITROEN C-ZERO",10,2011,12,"MINIS"
"4239","CITROEN C1",542,2011,12,"MINIS"
"4240","DAIHATSU CUORE",147,2011,12,"MINIS"
"4241","FIAT PANDA",1002,2011,12,"MINIS"
"4242","FIAT 500",1097,2011,12,"MINIS"
"4243","FORD KA",715,2011,12,"MINIS"
"4244","HYUNDAI I 10",695,2011,12,"MINIS"
"4245","LANCIA YPSILON",236,2011,12,"MINIS"
"4246","MITSUBISHI I-MIEV",16,2011,12,"MINIS"
"4247","NISSAN PIXO",188,2011,12,"MINIS"
"4248","OPEL AGILA",536,2011,12,"MINIS"
"4249","PEUGEOT ION",9,2011,12,"MINIS"
"4250","PEUGEOT 107",316,2011,12,"MINIS"
"4251","RENAULT TWINGO",1827,2011,12,"MINIS"
"4252","SKODA CITIGO",6,2011,12,"MINIS"
"4253","SMART FORTWO",1701,2011,12,"MINIS"
"4254","SUZUKI ALTO",210,2011,12,"MINIS"
"4255","SUZUKI SPLASH",266,2011,12,"MINIS"
"4256","TOYOTA AYGO",1825,2011,12,"MINIS"
"4257","TOYOTA IQ",197,2011,12,"MINIS"
"4258","VW FOX",603,2011,12,"MINIS"
"4259","VW UP",3058,2011,12,"MINIS"
"4260","OTHER_MODEL",0,2011,12,"MINIS"
"4261","ZUSAMMEN",16261,2011,12,"MINIS"
"4263","ALFA MITO",107,2011,12,"SMALL_CARS"
"4264","AUDI A1, S1",2283,2011,12,"SMALL_CARS"
"4265","BMW MINI",3870,2011,12,"SMALL_CARS"
"4266","CHEVROLET KALOS, AVEO",724,2011,12,"SMALL_CARS"
"4267","CITROEN C2",0,2011,12,"SMALL_CARS"
"4268","CITROEN C3",739,2011,12,"SMALL_CARS"
"4269","CITROEN DS3",376,2011,12,"SMALL_CARS"
"4270","DAIHATSU COPEN",8,2011,12,"SMALL_CARS"
"4271","DAIHATSU MATERIA",79,2011,12,"SMALL_CARS"
"4272","DAIHATSU SIRION",300,2011,12,"SMALL_CARS"
"4273","FIAT PUNTO",1563,2011,12,"SMALL_CARS"
"4274","FORD FIESTA",4274,2011,12,"SMALL_CARS"
"4275","FORD FUSION",198,2011,12,"SMALL_CARS"
"4276","HONDA INSIGHT",3,2011,12,"SMALL_CARS"
"4277","HONDA JAZZ",1496,2011,12,"SMALL_CARS"
"4278","HYUNDAI GETZ",0,2011,12,"SMALL_CARS"
"4279","HYUNDAI I 20",1042,2011,12,"SMALL_CARS"
"4280","KIA PICANTO",594,2011,12,"SMALL_CARS"
"4281","KIA VENGA",384,2011,12,"SMALL_CARS"
"4282","MAZDA 2",533,2011,12,"SMALL_CARS"
"4283","MITSUBISHI COLT",539,2011,12,"SMALL_CARS"
"4284","NISSAN JUKE",673,2011,12,"SMALL_CARS"
"4285","NISSAN MICRA",887,2011,12,"SMALL_CARS"
"4286","OPEL CORSA",6360,2011,12,"SMALL_CARS"
"4287","PEUGEOT 206",377,2011,12,"SMALL_CARS"
"4288","PEUGEOT 207",1135,2011,12,"SMALL_CARS"
